Activation,Epoch,RMSE,std_rmse
capped,79,0.5969160377979279,0.03119343927015114
capped,80,0.5911919434865316,0.042036800469675215
capped,81,0.6029106299082438,0.04093296685569512
capped,82,0.5902389506498973,0.046579576404565524
capped,83,0.588996160030365,0.044457441838855534
capped,84,0.5937916934490204,0.037228562295751985
capped,85,0.5980230311552683,0.047206126114916765
capped,86,0.5920530299345652,0.03222610500159749
capped,87,0.6187403639157613,0.09179110044914497
capped,88,0.6059095561504364,0.062235700213069435
capped,89,0.6081831355889639,0.04344521217801063
capped,90,0.6038701832294464,0.04432483236069504
capped,91,0.5911958277225494,0.033469310402206666
capped,92,0.5961781501770019,0.03336314839214968
capped,93,0.603121276696523,0.053790243310313846
capped,94,0.5970441142717997,0.04258391148403857
capped,95,0.5981455028057099,0.03782473510660049
capped,96,0.6008089045683543,0.04334614179290833
capped,97,0.5945116897424062,0.037064031217911485
capped,98,0.6063615262508393,0.037838088403500246
capped,99,0.5916003882884979,0.03665213384734347
exp,0,46.80830167134603,18.650089203051394
exp,1,1.3376346548398337,0.007342823952285071
exp,2,1.3319458802541098,0.02259857006337649
exp,3,1.3261623541514078,0.04583977177929136
exp,4,1.3111370623111724,0.08518212122938516
exp,5,1.2977879703044892,0.11253186247945637
exp,6,1.285075271129608,0.1336708902607968
exp,7,1.2593768139680226,0.16954666954646141
exp,8,1.2438724279403686,0.1813181376357465
exp,9,1.2232448498408,0.19777614250000491
exp,10,1.2165002842744193,0.200027614038727
exp,11,1.2129917959372203,0.2192980701481183
exp,12,1.1980740507443746,0.22597385845058302
exp,13,1.2014834423859915,0.22206652038660263
exp,14,1.1876714011033376,0.2355067891594869
exp,15,1.1557963172594705,0.24618953728546944
exp,16,1.1529756426811217,0.24412007032455696
exp,17,1.16393603682518,0.23713726285970996
exp,18,1.152008173863093,0.2430312471608567
exp,19,1.162870599826177,0.24612298012000117
exp,20,1.1569091558456421,0.25423872691392746
exp,21,1.165053872267405,0.25532160833239154
exp,22,1.1437217434247335,0.2617102408189037
exp,23,1.1276349504788716,0.2649787093450791
exp,24,1.1417484601338705,0.2632110674533572
exp,25,1.1464412848154704,0.2648780434265657
exp,26,1.1281518677870432,0.262716512478727
exp,27,1.117135622104009,0.2649751501581302
exp,28,1.1081395943959553,0.25511995732950704
exp,29,1.1259861985842388,0.25284862126201707
exp,30,1.1336330771446228,0.26913843990367364
exp,31,1.1122974157333374,0.2858248476371835
exp,32,1.104816593726476,0.2740244582793108
exp,33,1.1309234261512757,0.2852444777675097
exp,34,1.12635733683904,0.2799486444173538
exp,35,1.127671100695928,0.2796135374385848
exp,36,1.155751609802246,0.28026843391552436
exp,37,1.129371347030004,0.295540759200606
exp,38,1.122723283370336,0.3031978839136682
exp,39,1.131070617834727,0.298163110645196
exp,40,1.1287685573101043,0.3020655125246885
exp,41,1.148575085401535,0.29474976833875083
exp,42,1.1661212682723998,0.2768412878582093
exp,43,1.2096693674723307,0.25806945043626556
exp,44,1.2266787230968474,0.2585346528493402
exp,45,1.1934370338916778,0.28139732371695164
exp,46,1.1862002750237783,0.2871447377574624
exp,47,1.2044340868790944,0.287417689293644
exp,48,1.204295818010966,0.2942260749757468
exp,49,1.2126877347628275,0.28466070502200996
exp,50,1.248723304271698,0.2705603532902279
exp,51,1.2469304025173187,0.27405575013677924
exp,52,1.2442125837008158,0.2599786671574244
exp,53,1.2122369349002837,0.2763232895289973
exp,54,1.225766005118688,0.28388108061515027
exp,55,1.2599927584330242,0.257819817350136
exp,56,1.248543345928192,0.2832895441392057
exp,57,1.2497662683327992,0.28140266247444534
exp,58,1.242621382077535,0.27016962095505787
exp,59,1.251979511976242,0.2832701190601802
exp,60,1.2406471133232118,0.29242566307884427
exp,61,1.2425404946009317,0.27764018320020767
exp,62,1.2364856461683909,0.2883413936079292
exp,63,1.26303963859876,0.2556587720377584
exp,64,1.2744986295700074,0.2756293800047098
exp,65,1.2689514438311258,0.2752257633065646
exp,66,1.2605529010295868,0.28036775502905037
exp,67,1.2879673659801483,0.2469247370548899
exp,68,1.2818241715431213,0.25015172942213376
exp,69,1.2849282224973042,0.251208603157977
exp,70,1.2778893808523815,0.2569761451997603
exp,71,1.2839548528194427,0.24457256096175176
exp,72,1.2862326165040334,0.2468366940854016
exp,73,1.2903388798236848,0.256617106551773
exp,74,1.2893848617871602,0.25297139121327517
exp,75,1.2876491844654083,0.24871526236821237
exp,76,1.2866316397984823,0.2438901472172023
exp,77,1.2925139268239338,0.25158777328796234
exp,78,1.2944483041763306,0.24845516707207932
exp,79,1.2709875961144765,0.2707830233466484
exp,80,1.2711751520633698,0.2680750641992858
exp,81,1.2685407876968384,0.2651552962526686
exp,82,1.2880791485309602,0.24698960266939998
exp,83,1.280767305692037,0.2631826484709587
exp,84,1.2830667475859323,0.2526534569566786
exp,85,1.2882212777932485,0.2628224003116044
exp,86,1.2916805585225424,0.25622060466904795
exp,87,1.2883643448352813,0.2613881948254962
exp,88,1.2887214243412017,0.24380359885300032
exp,89,1.2897996604442596,0.2492526221721145
exp,90,1.2873687903086344,0.2591362602737065
exp,91,1.2779945651690165,0.25131405616180014
exp,92,1.2888638655344644,0.2568994188478272
exp,93,1.2973663767178854,0.24291252987064677
exp,94,1.2920763929684957,0.24786108722027278
exp,95,1.2816707213719687,0.264820199477271
exp,96,1.2822204649448394,0.25851663629066346
exp,97,1.2945833285649617,0.24189142014023587
exp,98,1.2914891521135965,0.2600353208682462
exp,99,1.284815913438797,0.2636378166143953
quadratic,0,168.4904332478841,66.68746979767324
quadratic,1,1.3713207403818766,0.016780759155149892
quadratic,2,1.3622433145840962,0.022427968942375077
quadratic,3,1.3600241462389628,0.028688751844811632
quadratic,4,1.3562015056610108,0.030503698077627033
quadratic,5,1.354785426457723,0.04254707684596854
quadratic,6,1.3471953392028808,0.06304253869582621
quadratic,7,1.3508116940657298,0.0732879485783927
quadratic,8,1.3285791317621867,0.07451283317829202
quadratic,9,1.3248024145762125,0.12161299991943561
quadratic,10,1.3137291332085927,0.16126032747269758
quadratic,11,1.3277798771858216,0.1404799186066505
quadratic,12,1.3215856810410818,0.14899829348269503
quadratic,13,1.3246831198533375,0.14072087468073652
quadratic,14,1.3195400496323904,0.1541552329098685
quadratic,15,1.2967004855473836,0.16074363894201882
quadratic,16,1.2869962493578593,0.19261738459314387
quadratic,17,1.2589091598987578,0.2130430651627082
quadratic,18,1.261817701657613,0.2103547963918966
quadratic,19,1.247516969839732,0.23699162247386243
quadratic,20,1.259309180577596,0.21695878760820322
quadratic,21,1.2186603188514709,0.24404074653028665
quadratic,22,1.188832437992096,0.2493752777756883
quadratic,23,1.1700080613295236,0.2784763836775161
quadratic,24,1.166245057185491,0.3074841124866445
quadratic,25,1.1302600582440694,0.3117962734756829
quadratic,26,1.1100691616535188,0.3154897974141742
quadratic,27,1.0999907950560253,0.31070517855220514
quadratic,28,1.1278639038403828,0.30294446506871936
quadratic,29,1.1441129048665364,0.33131963752375027
quadratic,30,1.1287126123905182,0.3283162049351289
quadratic,31,1.089316580692927,0.2943243166364763
quadratic,32,1.0508934219678243,0.3310351248869995
quadratic,33,0.9899395883083344,0.2964051858316799
quadratic,34,1.003410776456197,0.3057746532038717
quadratic,35,0.9785645564397176,0.3278433863916712
quadratic,36,0.9646778066953023,0.33036753963980087
quadratic,37,0.9797405044237772,0.3282432262581087
quadratic,38,0.9309433003266653,0.3078328870031951
quadratic,39,0.9254566848278045,0.3121091014674403
quadratic,40,0.9317001223564148,0.30544197368057696
quadratic,41,0.9566358705361684,0.3219998906315153
quadratic,42,0.9756089965502421,0.3183629926506446
quadratic,43,0.9637653748194377,0.3033538284491725
quadratic,44,0.9696539481480916,0.329420467778663
quadratic,45,0.9721800148487091,0.31997768124369547
quadratic,46,1.0098468720912934,0.3426823454875463
quadratic,47,0.9880337754885355,0.3240886759521986
quadratic,48,0.9713580667972564,0.3283403813787237
quadratic,49,1.0294288516044616,0.34301341472774916
quadratic,50,1.094610756635666,0.37079326323226264
quadratic,51,1.052716495593389,0.3102630119996526
quadratic,52,1.0184148212273916,0.30954588171155517
quadratic,53,1.0207843760649362,0.33527520092057167
quadratic,54,1.0088372429211934,0.32330917287598687
quadratic,55,1.0215302089850107,0.3535667756879544
quadratic,56,1.048234341541926,0.3534596609172033
quadratic,57,1.0505670924981436,0.33892940248889425
quadratic,58,1.0471721629301707,0.3542860332604057
quadratic,59,1.0647041141986846,0.34326099770723734
quadratic,60,1.0895119289557138,0.3600554748188203
quadratic,61,1.079758737484614,0.3600150827825491
quadratic,62,1.0702025691668193,0.352437724220594
quadratic,63,1.0942342023054759,0.3667530159814254
quadratic,64,1.0849843303362527,0.3723798902077142
quadratic,65,1.0752860248088836,0.3535785605459975
quadratic,66,1.0869383970896402,0.34719363366261774
quadratic,67,1.0788404067357382,0.34915526044862516
quadratic,68,1.0805797398090362,0.3545454781385823
quadratic,69,1.0568737069765726,0.3773423366258871
quadratic,70,1.0903700212637584,0.3690813969909218
quadratic,71,1.128456997871399,0.351190203385151
quadratic,72,1.0709395209948223,0.36171395753415
quadratic,73,1.063996640841166,0.35082001195718837
quadratic,74,1.057843150695165,0.35628710493673
quadratic,75,1.0635497311751048,0.36028777604501355
quadratic,76,1.0903141299883525,0.37383889272271614
quadratic,77,1.0682063023249309,0.3727973041682965
quadratic,78,1.0641247848669688,0.38800315836316873
quadratic,79,1.0707855761051177,0.3676456836722807
quadratic,80,1.0719256122907004,0.397873937894778
quadratic,81,1.092104079325994,0.36491258847867974
quadratic,82,1.0789465367794038,0.3595210203513117
quadratic,83,1.0997989853223165,0.3352069964733827
quadratic,84,1.063504147529602,0.3769581955743641
quadratic,85,1.1014328400293987,0.3738192417989511
quadratic,86,1.1078285415967306,0.35321117528449525
quadratic,87,1.1333718200524647,0.3601743863847362
quadratic,88,1.10511101881663,0.3588885420107406
quadratic,89,1.1175538341204325,0.37426479112990324
quadratic,90,1.1050178011258442,0.3551726045830661
quadratic,91,1.1056357006231943,0.37525273289722094
quadratic,92,1.1041102985541025,0.36584763415961064
quadratic,93,1.1048049112161,0.36640349168092246
quadratic,94,1.1397192815939585,0.3672779140258855
quadratic,95,1.1112899839878083,0.39540087137875674
quadratic,96,1.0972901344299317,0.39226902846639367
quadratic,97,1.1118022898832958,0.37802905151053046
quadratic,98,1.1084156572818755,0.3748130775839762
quadratic,99,1.0859515090783438,0.3811710283728086
relu,0,11446.1021484375,3118.878283112346
relu,1,1.7137028733889261,0.4370640236096769
relu,2,1.3196881413459778,0.2819757369793144
relu,3,1.202439655860265,0.3896729942134585
relu,4,1.401335213581721,2.066719852542937
relu,5,0.9377965410550435,0.42554446603712526
relu,6,0.9153388679027558,0.3491843814828058
relu,7,0.9543705761432648,0.6259187943504391
relu,8,1.219894152879715,1.7307638223402557
relu,9,0.9341838498910268,0.43053428735858196
relu,10,4.402787776788076,17.64475483948832
relu,11,1.2536594231923421,1.36440818921946
relu,12,3.8633414030075075,12.156659459314483
relu,13,2.02780126730601,4.129487687018023
relu,14,5.43563441435496,21.446762026884564
relu,15,36.45403639872869,169.5798236621299
relu,16,8.054029635588329,23.724540613533883
relu,17,2.918184421459834,6.571819308744589
relu,18,3.4922296325365703,9.033352325238072
relu,19,48.777376262346905,251.12422183720867
relu,20,6.775052748123804,13.237872612491188
relu,21,12.099827752510707,30.015226400284003
relu,22,20.917066572109857,83.13443602480523
relu,23,17.775456674893697,44.787055070611125
relu,24,13.392796770731609,22.94883621672233
relu,25,21.223576831817628,50.25491051049461
relu,26,17.667380062739053,52.91742091066191
relu,27,18.536671179533005,62.32650745634629
relu,28,36.62049552996953,85.49225520498949
relu,29,14.943599883715311,24.58630326390841
relu,30,32.21328835686048,79.06718441752865
relu,31,29.12974289059639,128.02054841125104
relu,32,28.169585049152374,80.48810080156935
relu,33,18.87412786682447,81.33007418967081
relu,34,4.6445981621742245,11.472044449372548
relu,35,5.379766841729482,10.148601766537368
relu,36,3.2613737364610036,4.029626207256522
relu,37,19.46330332159996,35.54352120104255
relu,38,39.48912526766459,126.39492837203771
relu,39,7.29930583635966,19.644141288552028
relu,40,50.813743283351265,163.84322226811713
relu,41,12.105595684051513,33.16076081943712
relu,42,9.442578981320063,26.02808177653529
relu,43,9.806919624408087,21.240869435363585
relu,44,3.703514991203944,7.768742650613545
relu,45,6.982039326429367,26.560934261694058
relu,46,3.9582604547341664,9.272744650037858
relu,47,4.793918075164159,12.19395640240456
relu,48,10.98726290067037,29.83878637317561
relu,49,4.141506471236547,8.260547370007766
relu,50,20.311360168457032,64.17693274733057
relu,51,8.87287079691887,31.060049650220147
relu,52,5.616298319896062,12.533092603362967
relu,53,2.9942427138487497,7.18151048584804
relu,54,1.2095016658306121,1.2910958305590186
relu,55,2.646204251050949,5.029822513122265
relu,56,1.557857229312261,2.985331128925446
relu,57,2.2015460511048635,3.8438326817909374
relu,58,3.5215480367342633,9.788007665752776
relu,59,8.01699201663335,22.881368785914415
relu,60,2.7017543156941732,4.6911539337807024
relu,61,1.8044827322165171,2.38519632891284
relu,62,3.07644305229187,7.014663134710609
relu,63,5.9220420559247335,15.63282637154315
relu,64,1.4689684192339578,2.896087248687167
relu,65,1.2299706180890402,1.2042181366618607
relu,66,5.491263347864151,13.78613266559456
relu,67,3.2976908793052035,8.224689774937273
relu,68,2.475980658332507,6.552699120554364
relu,69,1.1705340623855591,1.3909998943778565
relu,70,2.503502643108368,4.70800794420631
relu,71,1.1989779452482858,1.6735959098674797
relu,72,1.5180207788944244,2.711478156413806
relu,73,0.8023925135533015,0.5524917559607
relu,74,1.2226823965708415,2.4180176827341744
relu,75,1.1407518843809763,1.3864470778544782
relu,76,1.1726792007684708,1.2119150293875145
relu,77,0.7391960024833679,0.26745825751359503
relu,78,0.9107273757457733,0.7197498026524706
relu,79,1.4441414992014567,2.4509701249501474
relu,80,0.9521384179592133,0.7795114980448155
relu,81,0.92341348528862,0.7093835025115087
relu,82,0.8674153208732605,0.6041052386577442
relu,83,1.0060889333486558,0.9874409977570967
relu,84,1.0408764561017354,0.9287667492721959
relu,85,1.0565259555975597,1.169015097539775
relu,86,1.4886518309513728,2.237064765468098
relu,87,0.9452313462893168,0.8452100990324491
relu,88,0.7913644999265671,0.48997158646179834
relu,89,0.919760470589002,0.8187641670340121
relu,90,0.8149224509795506,0.5339893664597483
relu,91,0.9135322858889897,0.540463591866393
relu,92,0.9631908724705378,0.8930991819796483
relu,93,1.0250762045383452,1.2904201883820734
relu,94,0.9224354128042856,0.5348716188495448
relu,95,0.8491601119438807,0.6260410899829792
relu,96,0.7616941034793854,0.36978614651374275
relu,97,0.7026785244544347,0.2711445771423752
relu,98,0.7321310818195343,0.24935857847867549
relu,99,0.7879529456297557,0.4247282819726508
sigmoid,0,1.7652655959129333,0.0826218805730057
sigmoid,1,1.1227341373761495,0.06264268840993391
sigmoid,2,0.7294340630372366,0.031999027739303396
sigmoid,3,0.6462514837582906,0.020463207921526547
sigmoid,4,0.6161765774091085,0.02043992659065266
sigmoid,5,0.6026460349559783,0.019225290634713205
sigmoid,6,0.5900827964146932,0.018984382812986422
sigmoid,7,0.5800436476866404,0.015158726304496892
sigmoid,8,0.5751232107480367,0.015328610770800508
sigmoid,9,0.5649270474910736,0.01919051731232219
sigmoid,10,0.5512863337993622,0.012643460289573766
sigmoid,11,0.5482795437177023,0.010819507632014504
sigmoid,12,0.5427237093448639,0.014773020485601411
sigmoid,13,0.5424556136131287,0.01957920984157301
sigmoid,14,0.5391326447327932,0.012362182624353141
sigmoid,15,0.5309416294097901,0.010341985634501838
sigmoid,16,0.530996972322464,0.010451585983797055
sigmoid,17,0.5296449462572733,0.017297373037643417
sigmoid,18,0.524620403846105,0.01178608821253525
sigmoid,19,0.5223405122756958,0.01309930981800145
sigmoid,20,0.5182888527711232,0.011011476168095379
sigmoid,21,0.5145496110121409,0.011545645680513868
sigmoid,22,0.51742349366347,0.01350393431344418
sigmoid,23,0.5097596734762192,0.008254539083224061
sigmoid,24,0.5108091761668523,0.014348878667543138
sigmoid,25,0.5082804749409358,0.011215970510449907
sigmoid,26,0.510007506608963,0.01115321607577366
sigmoid,27,0.5072359343369802,0.011305708260070714
sigmoid,28,0.5061411639054616,0.013493505813833944
sigmoid,29,0.5072605311870575,0.015090057320757877
sigmoid,30,0.5027914454539617,0.013820611925876507
sigmoid,31,0.49939689636230467,0.011413670295114317
sigmoid,32,0.49969831307729085,0.013607837485167444
sigmoid,33,0.49790052870909374,0.012601999049876949
sigmoid,34,0.49859067698319753,0.012573371181736629
sigmoid,35,0.4920527458190918,0.009307098207031572
sigmoid,36,0.4915114382902781,0.00991252216446931
sigmoid,37,0.4916993767023087,0.010341893816206761
sigmoid,38,0.49066006143887836,0.011427898779967055
sigmoid,39,0.4932420422633489,0.010542477844816132
sigmoid,40,0.48736856480439505,0.009806167122818054
sigmoid,41,0.4869784245888392,0.00884668475192289
sigmoid,42,0.48868964513142904,0.010843627818870678
sigmoid,43,0.48701999684174857,0.011654449580334953
sigmoid,44,0.48938318292299904,0.010682556854887032
sigmoid,45,0.4854594906171163,0.012905629819018744
sigmoid,46,0.4868076394001643,0.011666607034095762
sigmoid,47,0.48178158899148305,0.008867040194418896
sigmoid,48,0.48400763869285585,0.012246629569517975
sigmoid,49,0.4783179779847463,0.009191483506413509
sigmoid,50,0.480303959051768,0.011103948447713872
sigmoid,51,0.4816078841686249,0.01042204246196751
sigmoid,52,0.47889429529507954,0.009918168847553688
sigmoid,53,0.4770207037528356,0.009902780715475986
sigmoid,54,0.4773536284764608,0.010620041350568243
sigmoid,55,0.47455332477887474,0.00963846009168531
sigmoid,56,0.4722481111685435,0.008463072102089799
sigmoid,57,0.4751449336608251,0.012407791240257097
sigmoid,58,0.47176740964253744,0.006614497584397295
sigmoid,59,0.4767367333173752,0.010511583755320226
sigmoid,60,0.471096001068751,0.009407487890047294
sigmoid,61,0.46891080737113955,0.010371117359870256
sigmoid,62,0.4730317155520121,0.012685507211689756
sigmoid,63,0.4719168474276861,0.013535205087572232
sigmoid,64,0.4688061406215032,0.009343302108597512
sigmoid,65,0.47013096113999686,0.01264884484071413
sigmoid,66,0.4692063480615616,0.010226577091140474
sigmoid,67,0.4674865543842316,0.01017146779049735
sigmoid,68,0.46269016663233437,0.0072149726187353495
sigmoid,69,0.46665818989276886,0.010851602359504102
sigmoid,70,0.4619314163923264,0.007846882040376256
sigmoid,71,0.46253621876239776,0.007173757113530893
sigmoid,72,0.46333475907643634,0.010710388356225148
sigmoid,73,0.45977615416049955,0.008972503962365572
sigmoid,74,0.4647747019926707,0.01128069878488555
sigmoid,75,0.4619165867567062,0.012607362450360869
sigmoid,76,0.4588413069645564,0.008816107924131313
sigmoid,77,0.4592366526524226,0.012669367300679015
sigmoid,78,0.45727383295694984,0.010739777960344176
sigmoid,79,0.459769481420517,0.009777966886891679
sigmoid,80,0.45870934426784515,0.010272694389799159
sigmoid,81,0.45526745716730754,0.008466544100109288
sigmoid,82,0.45982425212860106,0.010734469697999153
sigmoid,83,0.4577597181002299,0.009947243692945243
sigmoid,84,0.45238660474618275,0.007913824103672773
sigmoid,85,0.45565825204054516,0.011292360723164908
sigmoid,86,0.4543506056070328,0.010818069838298345
sigmoid,87,0.4556137611468633,0.008039218710523226
sigmoid,88,0.45085690518220267,0.00896452328482883
sigmoid,89,0.4507007797559102,0.008956762814124063
sigmoid,90,0.45452800691127776,0.008214566244306125
sigmoid,91,0.4485452353954315,0.00994189738721267
sigmoid,92,0.4517436772584915,0.009508546323735722
sigmoid,93,0.45324516395727793,0.012274216830243793
sigmoid,94,0.44699297845363617,0.007869689436265604
sigmoid,95,0.44676599005858103,0.008438428366017974
sigmoid,96,0.44866401255130767,0.008626883983320434
sigmoid,97,0.4476313869158427,0.009706875878675891
sigmoid,98,0.4502350290616353,0.00867329384962911
sigmoid,99,0.44496511816978457,0.00885895344159039
tanh,0,7.969142166773478,0.7542051846853857
tanh,1,1.3254857301712035,0.003951773435441298
tanh,2,1.3008504430452983,0.017417323987084586
tanh,3,1.1570353209972382,0.08738615668317117
tanh,4,0.8425457139809926,0.09961345712653463
tanh,5,0.6685746530691783,0.03514928006502582
tanh,6,0.6152727643648783,0.020797768213105826
tanh,7,0.5978981335957845,0.023366823278456097
tanh,8,0.578215887149175,0.01978274076383015
tanh,9,0.5666848123073578,0.01779219425205558
tanh,10,0.5566729108492533,0.01857007327488449
tanh,11,0.5441335439682007,0.014894399504860444
tanh,12,0.5433679362138112,0.013871135930576504
tanh,13,0.5444898108641306,0.017951836551414677
tanh,14,0.5388364275296529,0.01701663082301829
tanh,15,0.5294013420740763,0.011798996479043818
tanh,16,0.5283600836992264,0.018277664884303886
tanh,17,0.5234302788972854,0.01723440430137633
tanh,18,0.5243890066941579,0.018187736031290272
tanh,19,0.5219127247730891,0.018183089090066783
tanh,20,0.5191031903028488,0.01653323169406578
tanh,21,0.5158733695745468,0.015361090689693031
tanh,22,0.5154660304387411,0.017290449124227197
tanh,23,0.5105501383543014,0.015492321818125784
tanh,24,0.5104833791653315,0.01624690380393785
tanh,25,0.5202535937229792,0.02496767457392278
tanh,26,0.5112763553857803,0.014977013918658761
tanh,27,0.5051233818133672,0.01174757927246695
tanh,28,0.5079376687606175,0.012987042008017915
tanh,29,0.50928835272789,0.020627361036342814
tanh,30,0.5054305920998255,0.015688123926251622
tanh,31,0.5070169568061829,0.015620381881299413
tanh,32,0.5029330611228943,0.014032869614479023
tanh,33,0.5056641658147176,0.020091616111928445
tanh,34,0.4992287814617157,0.014105607633841825
tanh,35,0.497144083182017,0.02019671366000957
tanh,36,0.4971341907978058,0.01114211475771919
tanh,37,0.502820693453153,0.017676240657851568
tanh,38,0.5011708656946818,0.018030003472846324
tanh,39,0.5003106405337652,0.015424106307686739
tanh,40,0.5029916753371556,0.01351466229803406
tanh,41,0.5025037199258804,0.014091180115802642
tanh,42,0.4961203157901764,0.013242729725247092
tanh,43,0.49936928947766623,0.016379144595559926
tanh,44,0.4960088123877843,0.015206343148251134
tanh,45,0.4963962058226267,0.011901567606085373
tanh,46,0.49784399072329205,0.018987849439859945
tanh,47,0.49833450516064964,0.01448948754602889
tanh,48,0.49489278594652814,0.015919357543848347
tanh,49,0.4965956062078476,0.017134909222794703
tanh,50,0.4964871495962143,0.020031235697547937
tanh,51,0.48950276573499046,0.017241026788113387
tanh,52,0.4916209151347478,0.020830160844050406
tanh,53,0.49303864936033887,0.00945203954102431
tanh,54,0.4905348151922226,0.014041269632595029
tanh,55,0.4915756046772003,0.01354395223181532
tanh,56,0.4975500295559565,0.015575069678747876
tanh,57,0.4882294883330663,0.018635566425443114
tanh,58,0.49948710501194,0.015640390134702614
tanh,59,0.4893493880828222,0.015203745202954587
tanh,60,0.48732307453950247,0.013337243172214606
tanh,61,0.49147890210151673,0.01505417021237129
tanh,62,0.4902826408545176,0.015574123347793248
tanh,63,0.48904506067434944,0.016053070423208884
tanh,64,0.4883727928002675,0.015669798769700424
tanh,65,0.48755006889502206,0.012273447951671214
tanh,66,0.49092866679032643,0.01940963891897375
tanh,67,0.48444122473398843,0.016005178029500338
tanh,68,0.4872191041707993,0.014280116549796912
tanh,69,0.48470439016819,0.014525780985797682
tanh,70,0.4842689990997314,0.016540518517783123
tanh,71,0.4910720626513163,0.010798444797877371
tanh,72,0.4880573213100433,0.020563091390257863
tanh,73,0.48467405438423156,0.014058210627173131
tanh,74,0.4866899738709132,0.014947701068918452
tanh,75,0.48363828659057617,0.016348575362296575
tanh,76,0.49314278463522593,0.02041466749848561
tanh,77,0.49008382360140484,0.015047617166946355
tanh,78,0.4869317213694255,0.016415274195716152
tanh,79,0.48580132524172465,0.015144856674107886
tanh,80,0.4796441833178202,0.015896850866387043
tanh,81,0.48747080862522124,0.019992810387911175
tanh,82,0.4900829553604126,0.01936054107188473
tanh,83,0.48437276979287464,0.014999659333046615
tanh,84,0.47853399614493053,0.01194989218678307
tanh,85,0.4834392547607422,0.017647117420567713
tanh,86,0.48367082377274834,0.014811815347049666
tanh,87,0.48076869050661725,0.012257467591742633
tanh,88,0.48101167678833007,0.010610176607672078
