,Activation,Epoch,RMSE
73,relu,73,0.5373944044113159
74,relu,74,0.510170578956604
75,relu,75,0.5056754946708679
76,relu,76,0.5127440690994263
77,relu,77,0.5458052158355713
78,relu,78,0.5299965739250183
79,relu,79,0.5329859852790833
80,relu,80,0.49838733673095703
81,relu,81,0.5922685265541077
82,relu,82,0.5472013354301453
83,relu,83,0.49733901023864746
84,relu,84,0.5247043371200562
85,relu,85,0.5006821155548096
86,relu,86,0.4909711480140686
87,relu,87,0.5271111726760864
88,relu,88,0.5485440492630005
89,relu,89,0.49683186411857605
90,relu,90,0.5021097660064697
91,relu,91,0.5322505235671997
92,relu,92,0.49895820021629333
93,relu,93,0.5453735589981079
94,relu,94,0.5196829438209534
95,relu,95,0.5061536431312561
96,relu,96,0.5425012111663818
97,relu,97,0.49481287598609924
98,relu,98,0.5688169002532959
99,relu,99,0.5335010886192322
100,tanh,0,7.627695560455322
101,tanh,1,1.3273800611495972
102,tanh,2,1.3079882860183716
103,tanh,3,1.2142761945724487
104,tanh,4,0.8921533226966858
105,tanh,5,0.6483274698257446
106,tanh,6,0.6382278203964233
107,tanh,7,0.6312432289123535
108,tanh,8,0.5558189749717712
109,tanh,9,0.5607496500015259
110,tanh,10,0.5541849732398987
111,tanh,11,0.5396378636360168
112,tanh,12,0.5466917157173157
113,tanh,13,0.56099534034729
114,tanh,14,0.5923128128051758
115,tanh,15,0.5214985013008118
116,tanh,16,0.5640726685523987
117,tanh,17,0.5435057282447815
118,tanh,18,0.5271483659744263
119,tanh,19,0.5100328922271729
120,tanh,20,0.5225307941436768
121,tanh,21,0.504950761795044
122,tanh,22,0.4995341897010803
123,tanh,23,0.5098018646240234
124,tanh,24,0.5102201104164124
125,tanh,25,0.5579321384429932
126,tanh,26,0.534581184387207
127,tanh,27,0.5082899928092957
128,tanh,28,0.5049734115600586
129,tanh,29,0.49664798378944397
130,tanh,30,0.5047741532325745
131,tanh,31,0.4919206500053406
132,tanh,32,0.4862990379333496
133,tanh,33,0.5582957863807678
134,tanh,34,0.5005578994750977
135,tanh,35,0.4908961057662964
136,tanh,36,0.5029348731040955
137,tanh,37,0.49006521701812744
138,tanh,38,0.49684447050094604
139,tanh,39,0.5200750231742859
140,tanh,40,0.49900123476982117
141,tanh,41,0.5322718024253845
142,tanh,42,0.4862489104270935
143,tanh,43,0.5019726753234863
144,tanh,44,0.49646908044815063
145,tanh,45,0.4906352758407593
146,tanh,46,0.5018684267997742
147,tanh,47,0.4887237250804901
148,tanh,48,0.4944338798522949
149,tanh,49,0.509787380695343
150,tanh,50,0.47489064931869507
151,tanh,51,0.47803378105163574
152,tanh,52,0.4798787534236908
153,tanh,53,0.4965747892856598
154,tanh,54,0.4704906940460205
155,tanh,55,0.4790246784687042
156,tanh,56,0.5162611603736877
157,tanh,57,0.4696255922317505
158,tanh,58,0.49047979712486267
159,tanh,59,0.4936336874961853
160,tanh,60,0.483705073595047
161,tanh,61,0.4913289248943329
162,tanh,62,0.49790579080581665
163,tanh,63,0.49473270773887634
164,tanh,64,0.5160970687866211
165,tanh,65,0.48516201972961426
166,tanh,66,0.4667692482471466
167,tanh,67,0.4825325012207031
168,tanh,68,0.4657175838947296
169,tanh,69,0.4839061200618744
170,tanh,70,0.47297021746635437
171,tanh,71,0.5071353316307068
172,tanh,72,0.5342101454734802
173,tanh,73,0.5010349750518799
174,tanh,74,0.5026741623878479
175,tanh,75,0.5168428421020508
176,tanh,76,0.49963057041168213
177,tanh,77,0.4974847435951233
178,tanh,78,0.48021847009658813
179,tanh,79,0.4737952947616577
180,tanh,80,0.4689149260520935
181,tanh,81,0.4901440143585205
182,tanh,82,0.4815024137496948
183,tanh,83,0.4803408086299896
184,tanh,84,0.49203965067863464
185,tanh,85,0.476278156042099
186,tanh,86,0.498701810836792
187,tanh,87,0.46669724583625793
188,tanh,88,0.4622889459133148
189,tanh,89,0.49222493171691895
190,tanh,90,0.499769389629364
191,tanh,91,0.49576660990715027
192,tanh,92,0.4693751037120819
193,tanh,93,0.4594501852989197
194,tanh,94,0.4662592113018036
195,tanh,95,0.49939101934432983
196,tanh,96,0.49696868658065796
197,tanh,97,0.4740615785121918
198,tanh,98,0.4908691942691803
199,tanh,99,0.45969077944755554
200,sigmoid,0,1.7377903461456299
201,sigmoid,1,1.1284173727035522
202,sigmoid,2,0.7392898797988892
203,sigmoid,3,0.6711236834526062
204,sigmoid,4,0.6121228337287903
205,sigmoid,5,0.6225370764732361
206,sigmoid,6,0.5673723816871643
207,sigmoid,7,0.5696724057197571
208,sigmoid,8,0.6021881103515625
209,sigmoid,9,0.5900921821594238
210,sigmoid,10,0.5674927830696106
211,sigmoid,11,0.5296273827552795
212,sigmoid,12,0.5499603152275085
213,sigmoid,13,0.5258930325508118
214,sigmoid,14,0.5307190418243408
215,sigmoid,15,0.5261526703834534
216,sigmoid,16,0.5247535109519958
217,sigmoid,17,0.5712359547615051
218,sigmoid,18,0.5069342255592346
219,sigmoid,19,0.5255289673805237
220,sigmoid,20,0.5045481324195862
221,sigmoid,21,0.5133252739906311
222,sigmoid,22,0.5102781057357788
223,sigmoid,23,0.49566715955734253
224,sigmoid,24,0.5040590763092041
225,sigmoid,25,0.4860672950744629
226,sigmoid,26,0.499148428440094
227,sigmoid,27,0.5033159255981445
228,sigmoid,28,0.5061853528022766
229,sigmoid,29,0.5117124319076538
230,sigmoid,30,0.4973554313182831
231,sigmoid,31,0.48781803250312805
232,sigmoid,32,0.5004007816314697
233,sigmoid,33,0.5025308728218079
234,sigmoid,34,0.4945133626461029
235,sigmoid,35,0.4793036878108978
236,sigmoid,36,0.4870905578136444
237,sigmoid,37,0.47567135095596313
238,sigmoid,38,0.47933611273765564
239,sigmoid,39,0.5043390989303589
240,sigmoid,40,0.4943743944168091
241,sigmoid,41,0.4759725332260132
242,sigmoid,42,0.4862326979637146
243,sigmoid,43,0.4737919867038727
244,sigmoid,44,0.48803049325942993
245,sigmoid,45,0.4932892620563507
246,sigmoid,46,0.47825852036476135
247,sigmoid,47,0.4942365288734436
248,sigmoid,48,0.4970627427101135
249,sigmoid,49,0.49270498752593994
250,sigmoid,50,0.46493279933929443
251,sigmoid,51,0.48776987195014954
252,sigmoid,52,0.4816591143608093
253,sigmoid,53,0.4652869999408722
254,sigmoid,54,0.48785400390625
255,sigmoid,55,0.47278308868408203
256,sigmoid,56,0.46167927980422974
257,sigmoid,57,0.47766751050949097
258,sigmoid,58,0.465648889541626
259,sigmoid,59,0.47553160786628723
260,sigmoid,60,0.4730566740036011
261,sigmoid,61,0.47398293018341064
262,sigmoid,62,0.4708041846752167
263,sigmoid,63,0.45055773854255676
264,sigmoid,64,0.4745662212371826
265,sigmoid,65,0.4595794379711151
266,sigmoid,66,0.45956137776374817
267,sigmoid,67,0.47346073389053345
268,sigmoid,68,0.4656444489955902
269,sigmoid,69,0.46143367886543274
270,sigmoid,70,0.4580893814563751
271,sigmoid,71,0.47874411940574646
272,sigmoid,72,0.45989054441452026
273,sigmoid,73,0.45391765236854553
274,sigmoid,74,0.4522857069969177
275,sigmoid,75,0.46487054228782654
276,sigmoid,76,0.46628645062446594
277,sigmoid,77,0.4719843566417694
278,sigmoid,78,0.4490817189216614
279,sigmoid,79,0.450455904006958
280,sigmoid,80,0.4558831751346588
281,sigmoid,81,0.4503859281539917
282,sigmoid,82,0.4483433961868286
283,sigmoid,83,0.4613293409347534
284,sigmoid,84,0.4486832618713379
285,sigmoid,85,0.4727218747138977
286,sigmoid,86,0.4520375728607178
287,sigmoid,87,0.4454178810119629
288,sigmoid,88,0.4530729055404663
289,sigmoid,89,0.45300930738449097
290,sigmoid,90,0.4407222867012024
291,sigmoid,91,0.44467395544052124
292,sigmoid,92,0.44107288122177124
293,sigmoid,93,0.46774816513061523
294,sigmoid,94,0.4457325041294098
295,sigmoid,95,0.4540112316608429
296,sigmoid,96,0.44295555353164673
297,sigmoid,97,0.4365810751914978
298,sigmoid,98,0.4474266469478607
299,sigmoid,99,0.45015931129455566
300,capped,0,1.8592644929885864
301,capped,1,1.3181136846542358
302,capped,2,1.2995115518569946
303,capped,3,1.2406097650527954
304,capped,4,1.0539462566375732
305,capped,5,0.8141286373138428
306,capped,6,0.7278286218643188
307,capped,7,0.7325717806816101
308,capped,8,0.6590947508811951
309,capped,9,0.7391892671585083
310,capped,10,0.6561632752418518
311,capped,11,0.6760989427566528
312,capped,12,0.6422462463378906
313,capped,13,0.613405704498291
314,capped,14,0.6504665613174438
315,capped,15,0.6210025548934937
316,capped,16,0.6424944996833801
317,capped,17,0.5950806140899658
318,capped,18,0.6086344122886658
319,capped,19,0.6036515831947327
320,capped,20,0.6445295810699463
321,capped,21,0.6174205541610718
322,capped,22,0.5876976251602173
323,capped,23,0.5768892765045166
324,capped,24,0.5695294737815857
325,capped,25,0.642175555229187
326,capped,26,0.5990039706230164
327,capped,27,0.600518524646759
328,capped,28,0.5837761163711548
329,capped,29,0.5352248549461365
330,capped,30,0.5588341951370239
331,capped,31,0.5731763243675232
332,capped,32,0.5621894598007202
333,capped,33,0.5847727060317993
334,capped,34,0.6061097979545593
335,capped,35,0.556836724281311
336,capped,36,0.5481987595558167
337,capped,37,0.5824781656265259
338,capped,38,0.5748180150985718
339,capped,39,0.6028580665588379
340,capped,40,0.6087278127670288
341,capped,41,0.5476172566413879
342,capped,42,0.6049492955207825
343,capped,43,0.6035163998603821
344,capped,44,0.5844658613204956
345,capped,45,0.5388443470001221
346,capped,46,0.5849241018295288
347,capped,47,0.5841997265815735
348,capped,48,0.6008063554763794
349,capped,49,0.6147373914718628
350,capped,50,0.573384165763855
351,capped,51,0.5889834761619568
352,capped,52,0.5941637754440308
353,capped,53,0.566002368927002
354,capped,54,0.5542646646499634
355,capped,55,0.5827583074569702
356,capped,56,0.5825536251068115
357,capped,57,0.5755360126495361
358,capped,58,0.584488034248352
359,capped,59,0.5517440438270569
360,capped,60,0.5574496388435364
361,capped,61,0.5451456308364868
362,capped,62,0.5882670879364014
363,capped,63,0.5375522375106812
364,capped,64,0.6195544600486755
365,capped,65,0.5531939268112183
366,capped,66,0.5945212841033936
367,capped,67,0.5565151572227478
368,capped,68,0.5633381009101868
369,capped,69,0.5714291930198669
370,capped,70,0.577247142791748
371,capped,71,0.5908578038215637
372,capped,72,0.6167526245117188
373,capped,73,0.6508569717407227
374,capped,74,0.5986682772636414
375,capped,75,0.5895087718963623
376,capped,76,0.555359959602356
377,capped,77,0.5506988763809204
378,capped,78,0.6351288557052612
379,capped,79,0.588475227355957
380,capped,80,0.545428991317749
381,capped,81,0.6057783961296082
382,capped,82,0.5988276600837708
383,capped,83,0.5362399816513062
384,capped,84,0.5665819644927979
385,capped,85,0.584814727306366
386,capped,86,0.5972679257392883
387,capped,87,0.593791127204895
388,capped,88,0.5850801467895508
389,capped,89,0.570044994354248
390,capped,90,0.570606529712677
391,capped,91,0.5802955031394958
392,capped,92,0.5734695196151733
393,capped,93,0.5649232864379883
394,capped,94,0.569200873374939
395,capped,95,0.5857299566268921
396,capped,96,0.5813287496566772
397,capped,97,0.583048939704895
398,capped,98,0.5925886034965515
399,capped,99,0.5584567785263062
400,quadratic,0,194.97622680664062
401,quadratic,1,1.4002995491027832
402,quadratic,2,1.3607430458068848
403,quadratic,3,1.359133243560791
404,quadratic,4,1.3704406023025513
405,quadratic,5,1.3576195240020752
406,quadratic,6,1.375116229057312
407,quadratic,7,1.3540047407150269
408,quadratic,8,1.3806456327438354
409,quadratic,9,1.3508058786392212
410,quadratic,10,1.3429369926452637
411,quadratic,11,1.3685389757156372
412,quadratic,12,1.3523062467575073
413,quadratic,13,1.3390053510665894
414,quadratic,14,1.3436243534088135
415,quadratic,15,1.3615275621414185
416,quadratic,16,1.3574025630950928
417,quadratic,17,1.3561564683914185
418,quadratic,18,1.3672336339950562
419,quadratic,19,1.3476231098175049
420,quadratic,20,1.3657678365707397
421,quadratic,21,1.1698426008224487
422,quadratic,22,0.9200440645217896
423,quadratic,23,0.8946594595909119
424,quadratic,24,0.8201934695243835
425,quadratic,25,0.7494603991508484
426,quadratic,26,0.879621148109436
427,quadratic,27,0.649677038192749
428,quadratic,28,0.6536582708358765
429,quadratic,29,0.6095790266990662
430,quadratic,30,0.6019718647003174
431,quadratic,31,0.5714442133903503
432,quadratic,32,0.5989461541175842
433,quadratic,33,0.5902103185653687
434,quadratic,34,0.631856381893158
435,quadratic,35,0.6061480641365051
436,quadratic,36,0.5815756916999817
437,quadratic,37,0.5916357040405273
438,quadratic,38,0.5607820153236389
439,quadratic,39,0.6363211870193481
440,quadratic,40,0.5610518455505371
441,quadratic,41,0.5560738444328308
442,quadratic,42,0.7347908020019531
443,quadratic,43,0.7728748321533203
444,quadratic,44,0.8556777834892273
445,quadratic,45,0.7657108902931213
446,quadratic,46,0.7011498212814331
447,quadratic,47,0.7560809254646301
448,quadratic,48,0.8376240730285645
449,quadratic,49,1.1732598543167114
450,quadratic,50,1.4775317907333374
451,quadratic,51,1.0649945735931396
452,quadratic,52,0.7425577044487
453,quadratic,53,0.8559829592704773
454,quadratic,54,0.7961611151695251
455,quadratic,55,0.6806020140647888
456,quadratic,56,0.7910792827606201
457,quadratic,57,0.7841916084289551
458,quadratic,58,0.8139654397964478
459,quadratic,59,0.8020903468132019
460,quadratic,60,0.6548001766204834
461,quadratic,61,0.6865758895874023
462,quadratic,62,0.7762924432754517
463,quadratic,63,0.6699460744857788
464,quadratic,64,0.770401120185852
465,quadratic,65,0.7527763843536377
466,quadratic,66,0.8492448925971985
467,quadratic,67,0.7560978531837463
468,quadratic,68,0.7066927552223206
469,quadratic,69,0.6705273389816284
470,quadratic,70,0.6513933539390564
471,quadratic,71,0.6732606887817383
472,quadratic,72,0.7126098871231079
473,quadratic,73,0.6812086701393127
474,quadratic,74,0.6867523789405823
475,quadratic,75,0.8228319883346558
476,quadratic,76,0.6230078339576721
477,quadratic,77,0.8127984404563904
478,quadratic,78,0.7276191115379333
479,quadratic,79,0.6783715486526489
480,quadratic,80,0.6861097812652588
481,quadratic,81,0.8668323755264282
482,quadratic,82,0.8103107810020447
483,quadratic,83,0.7266484498977661
484,quadratic,84,0.7547146081924438
485,quadratic,85,0.6372511982917786
486,quadratic,86,0.753006100654602
487,quadratic,87,0.7408652305603027
488,quadratic,88,0.8463153839111328
489,quadratic,89,0.7132728695869446
490,quadratic,90,0.7065251469612122
491,quadratic,91,0.7154130935668945
492,quadratic,92,0.6294935345649719
493,quadratic,93,0.689327597618103
494,quadratic,94,0.6423061490058899
495,quadratic,95,0.7084707617759705
496,quadratic,96,0.6526955962181091
497,quadratic,97,0.7815750241279602
498,quadratic,98,0.6436564326286316
499,quadratic,99,0.6797141432762146
500,exp,0,49.124759674072266
501,exp,1,1.3353707790374756
502,exp,2,1.3341941833496094
503,exp,3,1.3208088874816895
504,exp,4,1.344273328781128
505,exp,5,1.341993808746338
506,exp,6,1.3376083374023438
507,exp,7,1.3030990362167358
508,exp,8,1.2567380666732788
509,exp,9,1.1169674396514893
510,exp,10,1.1250072717666626
511,exp,11,1.3349841833114624
512,exp,12,1.3414714336395264
513,exp,13,1.3350523710250854
514,exp,14,1.3104208707809448
515,exp,15,1.3352218866348267
516,exp,16,1.2579879760742188
517,exp,17,1.3425304889678955
518,exp,18,1.2518279552459717
519,exp,19,1.3501324653625488
520,exp,20,1.3411941528320312
521,exp,21,1.3646657466888428
522,exp,22,1.3486504554748535
523,exp,23,1.343094825744629
524,exp,24,1.318334937095642
525,exp,25,1.1885502338409424
526,exp,26,1.0896860361099243
527,exp,27,1.00542414188385
528,exp,28,1.1129167079925537
529,exp,29,0.9724557399749756
530,exp,30,0.92420494556427
531,exp,31,0.912105143070221
532,exp,32,0.8559781312942505
533,exp,33,0.837932825088501
534,exp,34,0.9163810014724731
535,exp,35,0.9086188077926636
536,exp,36,0.8012495636940002
537,exp,37,0.8086462616920471
538,exp,38,0.7882411479949951
539,exp,39,0.7765680551528931
540,exp,40,0.8102360963821411
541,exp,41,0.7800790667533875
542,exp,42,0.9194023609161377
543,exp,43,1.3567668199539185
544,exp,44,1.3841302394866943
545,exp,45,1.3705826997756958
546,exp,46,1.3547236919403076
547,exp,47,1.3534057140350342
548,exp,48,1.3557355403900146
549,exp,49,1.3772261142730713
550,exp,50,1.3410918712615967
551,exp,51,1.3846161365509033
552,exp,52,1.3716225624084473
553,exp,53,1.3641022443771362
554,exp,54,1.3797200918197632
555,exp,55,1.3842600584030151
556,exp,56,1.3537890911102295
557,exp,57,1.3674594163894653
558,exp,58,1.3756930828094482
559,exp,59,1.3890843391418457
560,exp,60,1.380365252494812
561,exp,61,1.3703266382217407
562,exp,62,1.3651317358016968
563,exp,63,1.3681564331054688
564,exp,64,1.310161828994751
565,exp,65,1.4104441404342651
566,exp,66,1.4075922966003418
567,exp,67,1.3617147207260132
568,exp,68,1.3605000972747803
569,exp,69,1.3953500986099243
570,exp,70,1.3279709815979004
571,exp,71,1.3611149787902832
572,exp,72,1.3663913011550903
573,exp,73,1.4004768133163452
574,exp,74,1.3777891397476196
575,exp,75,1.382228970527649
576,exp,76,1.3734045028686523
577,exp,77,1.3639637231826782
578,exp,78,1.3973183631896973
579,exp,79,1.4128918647766113
580,exp,80,1.3604623079299927
581,exp,81,1.377536416053772
582,exp,82,1.4077175855636597
583,exp,83,1.3597686290740967
584,exp,84,1.3551260232925415
585,exp,85,1.3701304197311401
586,exp,86,1.3733084201812744
587,exp,87,1.3743911981582642
588,exp,88,1.374241590499878
589,exp,89,1.4175605773925781
590,exp,90,1.3941928148269653
591,exp,91,1.3723491430282593
592,exp,92,1.3690317869186401
593,exp,93,1.355799913406372
594,exp,94,1.3734904527664185
595,exp,95,1.3684163093566895
596,exp,96,1.3759561777114868
597,exp,97,1.3945690393447876
598,exp,98,1.367451548576355
599,exp,99,1.3706613779067993
600,relu,0,9985.34375
601,relu,1,2.3661279678344727
602,relu,2,2.390475034713745
603,relu,3,2.6429598331451416
604,relu,4,0.994694173336029
605,relu,5,1.1781692504882812
606,relu,6,2.0786783695220947
607,relu,7,2.6818368434906006
608,relu,8,0.9215378165245056
609,relu,9,2.1801693439483643
610,relu,10,97.27777099609375
611,relu,11,6.084560394287109
612,relu,12,16.778703689575195
613,relu,13,1.3742151260375977
614,relu,14,5.479399681091309
615,relu,15,1.1024106740951538
616,relu,16,0.821122407913208
617,relu,17,1.0373725891113281
618,relu,18,48.66943359375
619,relu,19,19.12635040283203
620,relu,20,3.6726222038269043
621,relu,21,124.51923370361328
622,relu,22,457.9904479980469
623,relu,23,1.909772276878357
624,relu,24,0.9315474033355713
625,relu,25,0.8154132962226868
626,relu,26,0.9655575156211853
627,relu,27,0.7686344981193542
628,relu,28,4.164006233215332
629,relu,29,26.81304168701172
630,relu,30,0.8260586857795715
631,relu,31,0.7346519827842712
632,relu,32,0.7800323367118835
633,relu,33,3.348118305206299
634,relu,34,1.32369863986969
635,relu,35,6.653851509094238
636,relu,36,1.6824957132339478
637,relu,37,1.7075642347335815
638,relu,38,423.8225402832031
639,relu,39,1.6427421569824219
640,relu,40,1.6350829601287842
641,relu,41,0.9829791188240051
642,relu,42,2.339488983154297
643,relu,43,0.752482533454895
644,relu,44,0.7798284292221069
645,relu,45,0.6546515226364136
646,relu,46,0.6262981295585632
647,relu,47,0.6676680445671082
648,relu,48,0.6207187175750732
649,relu,49,0.6264732480049133
650,relu,50,23.230648040771484
651,relu,51,13.745460510253906
652,relu,52,5.054034233093262
653,relu,53,0.6662914752960205
654,relu,54,0.6347503662109375
655,relu,55,0.6023828983306885
656,relu,56,0.5810069441795349
657,relu,57,0.5908948183059692
658,relu,58,0.6851381063461304
659,relu,59,0.8361926078796387
660,relu,60,0.6961514353752136
661,relu,61,0.858984112739563
662,relu,62,0.6086288094520569
663,relu,63,0.6604186296463013
664,relu,64,0.7158159017562866
665,relu,65,0.7818106412887573
666,relu,66,1.5987790822982788
667,relu,67,0.7807884216308594
668,relu,68,0.618341326713562
669,relu,69,1.3552367687225342
670,relu,70,0.642450749874115
671,relu,71,1.077555775642395
672,relu,72,0.8244616389274597
673,relu,73,0.8062596321105957
674,relu,74,0.937140703201294
675,relu,75,3.1150059700012207
676,relu,76,4.498903751373291
677,relu,77,0.6270554065704346
678,relu,78,1.4775505065917969
679,relu,79,13.136164665222168
680,relu,80,0.6837730407714844
681,relu,81,0.6855228543281555
682,relu,82,0.6131477952003479
683,relu,83,0.7613927721977234
684,relu,84,0.5932243466377258
685,relu,85,0.5659962892532349
686,relu,86,0.7927776575088501
687,relu,87,0.6445370316505432
688,relu,88,1.5996164083480835
689,relu,89,0.8543326258659363
690,relu,90,0.9287629127502441
691,relu,91,1.702897310256958
692,relu,92,0.9681663513183594
693,relu,93,0.6584267020225525
694,relu,94,0.8767579197883606
695,relu,95,0.8986890912055969
696,relu,96,0.5698989033699036
697,relu,97,0.6171483993530273
698,relu,98,0.812312662601471
699,relu,99,2.019634246826172
700,tanh,0,8.18942642211914
701,tanh,1,1.326386570930481
702,tanh,2,1.3115006685256958
703,tanh,3,1.2178947925567627
704,tanh,4,0.8945502042770386
705,tanh,5,0.7070263028144836
706,tanh,6,0.6395373344421387
707,tanh,7,0.650654137134552
708,tanh,8,0.6163347363471985
709,tanh,9,0.5792286396026611
710,tanh,10,0.5642569065093994
711,tanh,11,0.5480627417564392
712,tanh,12,0.5577621459960938
713,tanh,13,0.5698634386062622
714,tanh,14,0.5445259809494019
715,tanh,15,0.523875892162323
716,tanh,16,0.5302359461784363
717,tanh,17,0.5179116129875183
718,tanh,18,0.539528489112854
719,tanh,19,0.5029423236846924
720,tanh,20,0.5085177421569824
721,tanh,21,0.5080054998397827
722,tanh,22,0.5185558199882507
723,tanh,23,0.5107784867286682
724,tanh,24,0.5102109909057617
725,tanh,25,0.5401847958564758
726,tanh,26,0.5108985900878906
727,tanh,27,0.4984031021595001
728,tanh,28,0.5240212678909302
729,tanh,29,0.48721346259117126
730,tanh,30,0.5084232091903687
731,tanh,31,0.5019282102584839
732,tanh,32,0.522705078125
733,tanh,33,0.5018028020858765
734,tanh,34,0.5174167156219482
735,tanh,35,0.4909144639968872
736,tanh,36,0.5174518823623657
737,tanh,37,0.5412763953208923
738,tanh,38,0.4784528911113739
739,tanh,39,0.5029488205909729
740,tanh,40,0.49154165387153625
741,tanh,41,0.5231527090072632
742,tanh,42,0.49901774525642395
743,tanh,43,0.507684588432312
744,tanh,44,0.48360076546669006
745,tanh,45,0.486081063747406
746,tanh,46,0.5031595230102539
747,tanh,47,0.4908296763896942
748,tanh,48,0.532936155796051
749,tanh,49,0.4879167973995209
750,tanh,50,0.5196064114570618
751,tanh,51,0.4957532286643982
752,tanh,52,0.48540300130844116
753,tanh,53,0.4785623848438263
754,tanh,54,0.4870898723602295
755,tanh,55,0.49897342920303345
756,tanh,56,0.4901832342147827
757,tanh,57,0.5386115312576294
758,tanh,58,0.5268805623054504
759,tanh,59,0.4870351254940033
760,tanh,60,0.4952683448791504
761,tanh,61,0.48953136801719666
762,tanh,62,0.47399377822875977
763,tanh,63,0.48331838846206665
764,tanh,64,0.4716760516166687
765,tanh,65,0.5039549469947815
766,tanh,66,0.47280314564704895
767,tanh,67,0.5374728441238403
768,tanh,68,0.4969140291213989
769,tanh,69,0.4819450080394745
770,tanh,70,0.4825241267681122
771,tanh,71,0.48336759209632874
772,tanh,72,0.47206974029541016
773,tanh,73,0.5128143429756165
774,tanh,74,0.47496873140335083
775,tanh,75,0.47177261114120483
776,tanh,76,0.470355361700058
777,tanh,77,0.48144474625587463
778,tanh,78,0.47621262073516846
779,tanh,79,0.4981253743171692
780,tanh,80,0.5413498282432556
781,tanh,81,0.4758472442626953
782,tanh,82,0.4952937662601471
783,tanh,83,0.46525222063064575
784,tanh,84,0.46532267332077026
785,tanh,85,0.5127230286598206
786,tanh,86,0.48422110080718994
787,tanh,87,0.4676183760166168
788,tanh,88,0.4917001724243164
789,tanh,89,0.5119203329086304
790,tanh,90,0.5051027536392212
791,tanh,91,0.48757362365722656
792,tanh,92,0.47513097524642944
793,tanh,93,0.4987443685531616
794,tanh,94,0.48720505833625793
795,tanh,95,0.485812246799469
796,tanh,96,0.4694291949272156
797,tanh,97,0.46336957812309265
798,tanh,98,0.4710348844528198
799,tanh,99,0.47476404905319214
800,sigmoid,0,1.8347771167755127
801,sigmoid,1,1.1341909170150757
802,sigmoid,2,0.7158342599868774
803,sigmoid,3,0.6251067519187927
804,sigmoid,4,0.5784134864807129
805,sigmoid,5,0.6313139200210571
806,sigmoid,6,0.6079936623573303
807,sigmoid,7,0.5548317432403564
808,sigmoid,8,0.6035968065261841
809,sigmoid,9,0.5403579473495483
810,sigmoid,10,0.553938627243042
811,sigmoid,11,0.5448776483535767
812,sigmoid,12,0.5248487591743469
813,sigmoid,13,0.5574844479560852
814,sigmoid,14,0.5294012427330017
815,sigmoid,15,0.5088932514190674
816,sigmoid,16,0.5321681499481201
817,sigmoid,17,0.5560840368270874
818,sigmoid,18,0.5417349338531494
819,sigmoid,19,0.5147848725318909
820,sigmoid,20,0.5277530550956726
821,sigmoid,21,0.5010100603103638
822,sigmoid,22,0.5131036043167114
823,sigmoid,23,0.513872504234314
824,sigmoid,24,0.5045077800750732
825,sigmoid,25,0.5031677484512329
826,sigmoid,26,0.5120469927787781
827,sigmoid,27,0.5153668522834778
828,sigmoid,28,0.5117889046669006
829,sigmoid,29,0.5297207832336426
830,sigmoid,30,0.49603480100631714
831,sigmoid,31,0.4923785924911499
